"sound.files","selec","start","end","SNR"
"Gavia-pacifica-406246.wav",1,5.7139278806507,5.81406402231427,-0.333493070562245
"Gavia-pacifica-406246.wav",2,22.6689993417926,22.7767091861997,0.346471872213154
"Gavia-pacifica-406246.wav",3,23.0938069681344,23.304147287444,4.91887993479858
